Incident,Date Reported,Time Reported,Month Reported,Day of Week,Nature,Incident address,Area,Agency,Report/No Report
B18-31590,08-06-18,19:58,August,Monday,DISTURBANCE IP,S FRANKLIN RD & W 3RD ST,LB404,BPD,NO REPORT
B18-31599,08-06-18,21:07,August,Monday,DISTURBANCE IP,1600 N WILLIS DR; LOT 103,LB513,BPD,REPORT
B18-31630,08-07-18,01:56,August,Tuesday,DISTURBANCE IP,2446 S HENDERSON ST; CRAWFORD APARTMENTS 2; APT 224,LB327,BPD,REPORT
B18-31643,08-07-18,08:12,August,Tuesday,DISTURBANCE IP,2300 N WALNUT ST; MCDONALDS NORTH,LB209,BPD,NO REPORT
B18-31652,08-07-18,09:06,August,Tuesday,VANDALISM NP,2250 E POINTE RD; EAGLE POINT GOLF RESORT,LMS02,BPD,NO REPORT
B18-31650,08-07-18,09:49,August,Tuesday,DRUNK,W WOODYARD RD & W GRIFFITH CT,LMN12,BPD,NO REPORT
B18-31675,08-07-18,13:08,August,Tuesday,PANHANDLING,S FRANKLIN RD & W 3RD ST,LB404,BPD,NO REPORT
B18-31677,08-07-18,14:22,August,Tuesday,VANDALISM NP,336 E VARSITY LN,LB212,BPD,NO REPORT
B18-31703,08-07-18,17:42,August,Tuesday,NOISE,2446 S HENDERSON ST; APT 426  CRAWFORD APARTMENTS 2,LB327,BPD,NO REPORT
B18-31710,08-07-18,18:45,August,Tuesday,DISTURBANCE IP,2446 S HENDERSON ST; CRAWFORD APARTMENTS 2; 4TH FLOOR,LB327,BPD,NO REPORT
B18-31719,08-07-18,19:46,August,Tuesday,VANDALISM NP,305 W 16TH ST,LB519,BPD,REPORT
B18-31722,08-07-18,20:08,August,Tuesday,DISTURBANCE IP,512 S BASSWOOD DR; APT K,LB404,BPD,NO REPORT
B18-31728,08-07-18,20:35,August,Tuesday,DISTURBANCE IP,2211 S HIGH ST; CHILDS ELEMENTARY SCHOOL,LB324,BPD,NO REPORT
B18-31737,08-07-18,22:38,August,Tuesday,NOISE,422 S WASHINGTON ST,LB104,BPD,NO REPORT
B18-31740,08-07-18,23:09,August,Tuesday,DISTURBANCE IP,1308 W 11TH ST,LB517,BPD,REPORT
B18-31742,08-07-18,23:47,August,Tuesday,DRUNK,2446 S HENDERSON ST; CRAWFORD APARTMENTS 2,LB327,BPD,NO REPORT
B18-31759,08-08-18,04:54,August,Wednesday,DRUNK,S ROGERS ST & W 2ND ST,LB409,BPD,NO REPORT
B18-31795,08-08-18,11:53,August,Wednesday,DISTURBANCE IP,645 S ROGERS ST; CENTERSTONE EAST 1,LB409,BPD,NO REPORT
B18-31800,08-08-18,12:39,August,Wednesday,VANDALISM NP,1205 S WASHINGTON ST,LB314,BPD,REPORT
B18-31805,08-08-18,13:10,August,Wednesday,PANHANDLING,2900 W 3RD ST,LB523,BPD,NO REPORT
B18-31810,08-08-18,13:47,August,Wednesday,DISTURBANCE IP,620 S WALNUT ST; SHALOM CENTER,LB410,BPD,NO REPORT
B18-31821,08-08-18,15:05,August,Wednesday,DISTURBANCE IP,312 E 3RD ST; LAUNDRYWORKS NORTH,LB104,BPD,NO REPORT
B18-31893,08-08-18,21:25,August,Wednesday,VANDALISM IP,1200 W 7TH ST; WHITE OAK CEMETERY,LB521,BPD,REPORT
B18-31903,08-08-18,22:22,August,Wednesday,NOISE,120 S KIMBLE DR; TRLR 18,LB523,BPD,NO REPORT
B18-31924,08-09-18,01:35,August,Thursday,DRUNK,S GRANT ST & E HILLSIDE DR,LB315,BPD,NO REPORT
B18-31955,08-09-18,11:22,August,Thursday,DISTURBANCE IP,N WASHINGTON ST & E 20TH ST,LB212,BPD,NO REPORT
B18-31971,08-09-18,13:08,August,Thursday,PANHANDLING,W 3RD ST & S LIBERTY DR,LB403,BPD,NO REPORT
B18-31986,08-09-18,14:43,August,Thursday,DRUNK,W 3RD ST & S JOHNSON AVE,LB404,BPD,NO REPORT
B18-31990,08-09-18,15:13,August,Thursday,ALCOHOL RELATED,101 W 2ND ST; SEMINARY PARK,LB410,BPD,NO REPORT
B18-31997,08-09-18,15:51,August,Thursday,DISTURBANCE IP,3811 W 3RD ST; LONG JOHN SILVERS BLOOMINGTON,LB403,BPD,NO REPORT
B18-32011,08-09-18,16:36,August,Thursday,DISTURBANCE IP,101 W 2ND ST; SEMINARY PARK,LB410,BPD,NO REPORT
B18-32029,08-09-18,17:10,August,Thursday,VANDALISM NP,S MAPLE ST & W KIRKWOOD AVE,LB408,BPD,NO REPORT
B18-32039,08-09-18,18:57,August,Thursday,DISTURBANCE IP,102 E KIRKWOOD AVE; UPTOWN CAFE,LB104,BPD,NO REPORT
B18-32062,08-09-18,21:28,August,Thursday,NOISE,2446 S HENDERSON ST; CRAWFORD APARTMENTS 2; APT 426,LB327,BPD,NO REPORT
B18-32065,08-09-18,22:06,August,Thursday,DISTURBANCE IP,W 11TH ST & N FAIRVIEW ST,LB518,BPD,NO REPORT
B18-32069,08-09-18,22:32,August,Thursday,DISTURBANCE IP,908 W COUNTRY CLUB DR,LB423,BPD,REPORT
B18-32072,08-09-18,22:56,August,Thursday,DISTURBANCE IP,623 W SMITH AVE,LB409,BPD,NO REPORT
B18-32088,08-10-18,01:22,August,Friday,NOISE,3000 S ACADIA CT,LB329,BPD,NO REPORT
B18-32125,08-10-18,09:05,August,Friday,DRUNK,411 S HENDERSON ST,LB302,BPD,NO REPORT
B18-32127,08-10-18,09:21,August,Friday,DISTURBANCE IP,1811 W MARQUIS DR,LB517,BPD,NO REPORT
B18-32128,08-10-18,09:32,August,Friday,DISTURBANCE IP,115 S STATE ROAD 46; STARBUCKS EAST,LB221,BPD,NO REPORT
B18-32130,08-10-18,09:40,August,Friday,DISTURBANCE IP,N LINDBERGH DR & W 14TH ST,LB517,BPD,NO REPORT
B18-32146,08-10-18,09:58,August,Friday,VANDALISM NP,726 W KIRKWOOD AVE; APT 2,LB520,BPD,REPORT
B18-32136,08-10-18,10:16,August,Friday,PANHANDLING,3535 W 3RD ST; FARMER MECHANICS,LB403,BPD,NO REPORT
B18-32202,08-10-18,18:15,August,Friday,DISTURBANCE IP,401 S WASHINGTON ST; MIDDLE WAY HOUSE THE RISE,LB104,BPD,NO REPORT
B18-32226,08-10-18,20:45,August,Friday,DISTURBANCE IP,343 E WINSLOW RD; WINSLOW LAUNDROMAT,LB326,BPD,REPORT
B18-32227,08-10-18,20:51,August,Friday,DISTURBANCE IP,1600 N WILLIS DR; MAILBOXES,LB513,BPD,NO REPORT
B18-32229,08-10-18,20:56,August,Friday,NOISE,1004 W 1ST ST,LB409,BPD,NO REPORT
B18-32230,08-10-18,21:19,August,Friday,DRUNK,2400 S WALNUT ST; TACO BELL SOUTH,LB422,BPD,NO REPORT
B18-32257,08-10-18,23:57,August,Friday,DISTURBANCE IP,309 N WALNUT ST; TACO BELL NORTH,LB101,BPD,REPORT
B18-32269,08-11-18,01:42,August,Saturday,DISTURBANCE IP,125 S GRANT ST,LB104,BPD,REPORT
B18-32301,08-11-18,10:28,August,Saturday,DISTURBANCE IP,550 S WALNUT ST; RALLYS,LB410,BPD,REPORT
B18-32303,08-11-18,10:31,August,Saturday,DRUNK,3939 W 3RD ST; SPEEDWAY WEST,LB403,BPD,NO REPORT
B18-32321,08-11-18,13:16,August,Saturday,DISTURBANCE IP,522 W HAYS CT,LB423,BPD,REPORT
B18-32334,08-11-18,14:25,August,Saturday,DISTURBANCE IP,522 W HAYS CT,LB423,BPD,NO REPORT
B18-32361,08-11-18,15:45,August,Saturday,VANDALISM NP,1020 S WOODLAWN AVE; BRYAN PARK POOL,LB313,BPD,NO REPORT
B18-32363,08-11-18,17:09,August,Saturday,DRUNK,S HIGH ST & E MOORES PIKE,LB311,BPD,NO REPORT
B18-32366,08-11-18,17:31,August,Saturday,NOISE,3315 E LONGVIEW AVE; APT 61,LB221,BPD,NO REPORT
B18-32374,08-11-18,18:30,August,Saturday,DISTURBANCE IP,101 W 2ND ST; SEMINARY PARK,LB410,BPD,NO REPORT
B18-32375,08-11-18,18:32,August,Saturday,DISTURBANCE IP,911 N ILLINOIS ST,LB517,BPD,NO REPORT
B18-32393,08-11-18,21:00,August,Saturday,DRUNK,1808 S ROGERS ST,LB420,BPD,NO REPORT
B18-32399,08-11-18,21:09,August,Saturday,DISTURBANCE NP,W 3RD ST & S KIMBLE DR; 402 W SAIDAH RD,LB5,BPD,NO REPORT
B18-32397,08-11-18,21:23,August,Saturday,DISTURBANCE IP,1320 N ARLINGTON PARK DR; APT 1440,LB514,BPD,NO REPORT
B18-32415,08-11-18,23:21,August,Saturday,DISTURBANCE IP,503 W KIRKWOOD AVE; CIRCLE K GAS KIRKWOOD AND ROGERS,LB408,BPD,NO REPORT
B18-32424,08-12-18,00:29,August,Sunday,NOISE,710 N COLLEGE AVE; APT 304,LB519,BPD,NO REPORT
B18-32425,08-12-18,00:50,August,Sunday,DRUNK,340 S WALNUT ST,LB103,BPD,NO REPORT
B18-32428,08-12-18,00:52,August,Sunday,NOISE,222 W 2ND ST,LB103,BPD,NO REPORT
B18-32435,08-12-18,03:17,August,Sunday,DISTURBANCE IP,E 14TH ST & N WASHINGTON ST,LB213,BPD,NO REPORT
B18-32440,08-12-18,04:47,August,Sunday,DISTURBANCE IP,2500 S ROCKPORT RD; 2807,LB424,BPD,NO REPORT
B18-32441,08-12-18,04:58,August,Sunday,DISTURBANCE IP,1307 W 3RD ST; VILLAGE PANTRY WEST,LB406,BPD,NO REPORT
B18-32507,08-12-18,18:11,August,Sunday,DRUNK,430 E KIRKWOOD AVE; FALAFELS MIDDLE EASTERN GRILL,LB104,BPD,NO REPORT
B18-32508,08-12-18,18:11,August,Sunday,NOISE,415 E 11TH ST; EL RAY APARTMENTS,LB213,BPD,NO REPORT
B18-32521,08-12-18,20:04,August,Sunday,DRUNK,221 E KIRKWOOD AVE,LB102,BPD,NO REPORT
B18-32523,08-12-18,20:12,August,Sunday,DISTURBANCE IP,3100 S WALNUT STREET PIKE; APT A-38,LB336,BPD,NO REPORT
B18-32524,08-12-18,20:19,August,Sunday,DRUNK,501 E KIRKWOOD AVE; PEOPLES PARK,LB102,BPD,REPORT
B18-32526,08-12-18,20:37,August,Sunday,DISTURBANCE IP,215 S WESTPLEX AVE; WHEELER MISSION MINISTRIES,LB521,BPD,NO REPORT
B18-32543,08-12-18,22:34,August,Sunday,NOISE,3901 N KINSER PIKE; BLOOMINGTON HIGH SCHOOL NORTH,LB503,BPD,NO REPORT
B18-32559,08-13-18,02:46,August,Monday,DISTURBANCE IP,2446 S HENDERSON ST; APT 422 CRAWFORD APARTMENTS 2,LB327,BPD,NO REPORT
B18-32577,08-13-18,07:26,August,Monday,DISTURBANCE IP,105 E DRISCOLL DR,LB314,BPD,REPORT
B18-32612,08-13-18,11:54,August,Monday,VANDALISM NP,301 N WASHINGTON ST,LB102,BPD,REPORT
B18-32616,08-13-18,12:35,August,Monday,VANDALISM NP,N WALNUT ST & E 12TH ST,LB213,BPD,REPORT
B18-32630,08-13-18,15:18,August,Monday,DISTURBANCE IP,513 W GOURLEY PIKE; UNIT OFC,LB513,BPD,NO REPORT
B18-32636,08-13-18,15:56,August,Monday,DISTURBANCE IP,3409 S WALNUT ST,LB336,BPD,NO REPORT
B18-32652,08-13-18,17:18,August,Monday,NOISE,415 E 11TH ST; EL RAY APARTMENTS; APT 5,LB213,BPD,NO REPORT
B18-32675,08-13-18,20:31,August,Monday,DISTURBANCE IP,2446 S HENDERSON ST; CRAWFORD APARTMENTS 2,LB327,BPD,NO REPORT
B18-32677,08-13-18,21:03,August,Monday,DISTURBANCE IP,1409 N WOODBURN AVE,LB512,BPD,NO REPORT
B18-32706,08-14-18,01:21,August,Tuesday,DRUNK,327 W 1ST ST,LB409,BPD,NO REPORT
B18-32721,08-14-18,06:16,August,Tuesday,NOISE,602 N MORTON ST,LB519,BPD,NO REPORT
B18-32722,08-14-18,06:27,August,Tuesday,DISTURBANCE IP,3100 S WALNUT STREET PIKE; B132,LB336,BPD,NO REPORT
B18-32756,08-14-18,11:55,August,Tuesday,VANDALISM NP,2527 S ROGERS ST; 701 W RALSTON DR,LB423,BPD,NO REPORT
B18-32809,08-14-18,17:01,August,Tuesday,DISTURBANCE NP,201 W 17TH ST; CIRCLE K GAS 17TH AND COLLEGE,LB519,BPD,NO REPORT
B18-32810,08-14-18,17:06,August,Tuesday,VANDALISM NP,947 E EMINENCE WAY,LB316,BPD,REPORT
B18-32811,08-14-18,17:12,August,Tuesday,DISTURBANCE IP,3939 W 3RD ST; SPEEDWAY WEST,LB403,BPD,NO REPORT
B18-32846,08-14-18,20:08,August,Tuesday,DISTURBANCE IP,739 W WYLIE ST; APT 1,LB409,BPD,NO REPORT
B18-32856,08-14-18,21:39,August,Tuesday,NOISE,2110 W FOUNTAIN DR; DANCE STUDIO,LB517,BPD,NO REPORT
B18-32857,08-14-18,22:07,August,Tuesday,DISTURBANCE IP,2005 S ROGERS ST; LOT 46,LB420,BPD,NO REPORT
B18-32864,08-14-18,23:17,August,Tuesday,NOISE,2632 N SKYLINE DR,LB510,BPD,NO REPORT
B18-32865,08-14-18,23:29,August,Tuesday,NOISE,531 W HOOSIER COURT AVE,LB513,BPD,NO REPORT
B18-32870,08-15-18,00:27,August,Wednesday,NOISE,E 15TH ST & N DUNN ST,LB214,BPD,NO REPORT
B18-32915,08-15-18,11:53,August,Wednesday,DRUNK,S WALNUT ST & E 2ND ST,LB103,BPD,NO REPORT
B18-32916,08-15-18,12:05,August,Wednesday,DISTURBANCE IP,333 S LINCOLN ST; FOX HOLE,LB104,BPD,NO REPORT
B18-32922,08-15-18,12:53,August,Wednesday,DISTURBANCE IP,328 S WILMINGTON CT,LB305,BPD,NO REPORT
B18-32941,08-15-18,14:07,August,Wednesday,VANDALISM NP,4010 E PROVIDENCE CT,LB219,BPD,REPORT
B18-32946,08-15-18,15:41,August,Wednesday,DISTURBANCE NP,308 W 4TH ST; WONDERLAB; 220 E 3RD ST; BPD LOBBY,LB103,BPD,NO REPORT
B18-32976,08-15-18,19:35,August,Wednesday,VANDALISM NP,2520 E RECHTER RD,LB311,BPD,REPORT
B18-32989,08-15-18,21:22,August,Wednesday,DISTURBANCE IP,3801 E MORNINGSIDE DR,LB220,BPD,NO REPORT
B18-32992,08-15-18,21:32,August,Wednesday,NOISE,913 S LINCOLN ST,LB314,BPD,NO REPORT
B18-32998,08-15-18,22:23,August,Wednesday,DRUNK,408 E 4TH ST; 4TH STREET INTERNATIONAL MARKET,LB104,BPD,NO REPORT
B18-33012,08-15-18,23:23,August,Wednesday,DISTURBANCE IP,1409 W ILLINOIS CT,LB517,BPD,NO REPORT
B18-33014,08-15-18,23:28,August,Wednesday,NOISE,252 N WALNUT ST,LB102,BPD,NO REPORT
B18-33021,08-16-18,00:37,August,Thursday,NOISE,1496 N KINSER PIKE,LB512,BPD,NO REPORT
B18-33023,08-16-18,00:47,August,Thursday,NOISE,1500 N WALNUT ST,LB212,BPD,NO REPORT
B18-33024,08-16-18,00:56,August,Thursday,NOISE,E 15TH ST & N DUNN ST,LB214,BPD,NO REPORT
B18-33030,08-16-18,02:36,August,Thursday,DISTURBANCE IP,3100 S WALNUT STREET PIKE; APT A88,LB336,BPD,REPORT
B18-33055,08-16-18,09:34,August,Thursday,NOISE,327 W 1ST ST; APT 5,LB409,BPD,NO REPORT
B18-33068,08-16-18,12:39,August,Thursday,DISTURBANCE IP,615 S ADAMS ST; MONROE COUNTY YOUTH SHELTER,LB406,BPD,REPORT
B18-33074,08-16-18,13:48,August,Thursday,VANDALISM NP,321 E 14TH ST; APT H7,LB213,BPD,NO REPORT
B18-33105,08-16-18,16:02,August,Thursday,VANDALISM NP,2415 N BROWNCLIFF LN,LB211,BPD,NO REPORT
B18-33109,08-16-18,16:34,August,Thursday,NOISE,S MADISON ST & W 4TH ST,LB103,BPD,NO REPORT
B18-33162,08-16-18,22:12,August,Thursday,NOISE,512 W CLOVER TER,LB510,BPD,NO REPORT
B18-33163,08-16-18,22:17,August,Thursday,NOISE,1410 W 15TH ST,LB517,BPD,NO REPORT
B18-33170,08-16-18,22:20,August,Thursday,NOISE,404 E 4TH ST,LB104,BPD,NO REPORT
B18-33171,08-16-18,22:59,August,Thursday,NOISE,1327 N WASHINGTON ST,LB212,BPD,NO REPORT
B18-33169,08-16-18,23:00,August,Thursday,NOISE,2611 N KINSER PIKE,LB510,BPD,NO REPORT
B18-33174,08-16-18,23:31,August,Thursday,NOISE,1410 W 15TH ST,LB517,BPD,NO REPORT
B18-33182,08-17-18,00:12,August,Friday,NOISE,E 15TH ST & N DUNN ST,LB214,BPD,NO REPORT
B18-33181,08-17-18,00:30,August,Friday,NOISE,321 E 14TH ST; APT A4,LB213,BPD,NO REPORT
B18-33180,08-17-18,00:41,August,Friday,DISTURBANCE IP,1751 N STONELAKE DR; SUPER 8 MOTEL,LB510,BPD,REPORT
B18-33187,08-17-18,00:50,August,Friday,NOISE,1410 W 15TH ST,LB517,BPD,NO REPORT
B18-33184,08-17-18,01:24,August,Friday,NOISE,309 N WALNUT ST; TACO BELL NORTH,LB101,BPD,NO REPORT
B18-33186,08-17-18,01:41,August,Friday,VANDALISM IP,1350 W 15TH ST,LB517,BPD,REPORT
B18-33193,08-17-18,03:02,August,Friday,DISTURBANCE IP,215 N WALNUT ST; BROTHERS BAR AND GRILL,LB101,BPD,REPORT
B18-33194,08-17-18,03:18,August,Friday,DISTURBANCE IP,200 N WALNUT ST; SUBWAY DOWNTOWN,LB102,BPD,REPORT
B18-33197,08-17-18,03:41,August,Friday,DISTURBANCE IP,301 N COLLEGE AVE; MONROE COUNTY JUSTICE BUILDING,LMNC,BPD,NO REPORT
B18-33198,08-17-18,03:45,August,Friday,DISTURBANCE IP,503 W KIRKWOOD AVE; CIRCLE K GAS KIRKWOOD AND ROGERS,LB408,BPD,NO REPORT
B18-33220,08-17-18,08:15,August,Friday,VANDALISM NP,820 W 13TH CT,LB518,BPD,NO REPORT
B18-33229,08-17-18,09:58,August,Friday,VANDALISM NP,321 E 14TH ST,LB213,BPD,REPORT
B18-33288,08-17-18,15:29,August,Friday,NOISE,1008 E THORNTON DR,LB316,BPD,NO REPORT
B18-33317,08-17-18,18:25,August,Friday,DISTURBANCE IP,4405 E 3RD ST; CIRCLE K GAS 3RD AND PARK RIDGE; CIRCLE K,LB219,BPD,NO REPORT
B18-33352,08-17-18,22:35,August,Friday,NOISE,1410 W 15TH ST,LB517,BPD,NO REPORT
B18-33354,08-17-18,22:54,August,Friday,NOISE,712 S PARK AVE,LB302,BPD,NO REPORT
B18-33357,08-17-18,23:18,August,Friday,DISTURBANCE IP,3431 W INDIAN CREEK DR,LMS22,BPD,NO REPORT
B18-33360,08-17-18,23:31,August,Friday,NOISE,812 S STULL AVE,LB302,BPD,NO REPORT
B18-33363,08-17-18,23:32,August,Friday,NOISE,4400 E 3RD ST; MR HIBACHI,LB307,BPD,NO REPORT
B18-33362,08-17-18,23:49,August,Friday,NOISE,710 E 1ST ST,LB302,BPD,NO REPORT
B18-33365,08-17-18,23:56,August,Friday,NOISE,710 E 1ST ST,LB302,BPD,NO REPORT
B18-33366,08-18-18,00:00,August,Saturday,NOISE,839 E SHERWOOD HILLS DR,LB329,BPD,NO REPORT
B18-33369,08-18-18,00:01,August,Saturday,NOISE,1745 N WASHINGTON ST,LB212,BPD,NO REPORT
B18-33371,08-18-18,00:10,August,Saturday,NOISE,S FESS AVE & E 1ST ST,LB302,BPD,NO REPORT
B18-33373,08-18-18,00:28,August,Saturday,NOISE,1280 N COLLEGE AVE; APT 306,LB519,BPD,NO REPORT
B18-33372,08-18-18,00:32,August,Saturday,NOISE,600 E 1ST ST,LB302,BPD,NO REPORT
B18-33382,08-18-18,01:39,August,Saturday,NOISE,710 E 1ST ST,LB302,BPD,NO REPORT
B18-33383,08-18-18,02:15,August,Saturday,NOISE,399 E VARSITY LN,LB212,BPD,NO REPORT
B18-33387,08-18-18,02:39,August,Saturday,DRUNK,219 N WALNUT ST; THE VID,LB101,BPD,NO REPORT
B18-33385,08-18-18,02:40,August,Saturday,DISTURBANCE IP,907 N SUMMIT ST,LB517,BPD,NO REPORT
B18-33395,08-18-18,03:19,August,Saturday,NOISE,1410 W 15TH ST,LB517,BPD,NO REPORT
B18-33398,08-18-18,03:34,August,Saturday,NOISE,1400 W 12TH ST,LB517,BPD,NO REPORT
B18-33400,08-18-18,03:43,August,Saturday,NOISE,405 S WALNUT ST; URBAN STATION,LB104,BPD,NO REPORT
B18-33403,08-18-18,04:18,August,Saturday,NOISE,1400 W 12TH ST,LB517,BPD,NO REPORT
B18-33411,08-18-18,08:29,August,Saturday,NOISE,315 W KIRKWOOD AVE,LB103,BPD,NO REPORT
B18-33420,08-18-18,09:41,August,Saturday,PANHANDLING,3600 W 3RD ST; FRESH THYME FARMERS MARKET,LB524,BPD,NO REPORT
B18-33435,08-18-18,13:43,August,Saturday,NOISE,1308 N LINCOLN ST,LB212,BPD,NO REPORT
B18-33445,08-18-18,14:49,August,Saturday,DISTURBANCE IP,3305 S ODELL DR ; APT 2,LB336,BPD,NO REPORT
B18-33447,08-18-18,15:08,August,Saturday,DISTURBANCE IP,1520 E CLAIRMONT PL,LB330,BPD,NO REPORT
B18-33448,08-18-18,15:11,August,Saturday,DISTURBANCE IP,3305 S ODELL DR; APT 2,LB336,BPD,NO REPORT
B18-33450,08-18-18,15:22,August,Saturday,DRUNK,1222 S COLLEGE MALL RD,LB310,BPD,NO REPORT
B18-33452,08-18-18,15:24,August,Saturday,NOISE,402 E 1ST ST,LB301,BPD,NO REPORT
B18-33472,08-18-18,17:43,August,Saturday,NOISE,1600 E HILLSIDE DR; APT 36,LB317,BPD,NO REPORT
B18-33470,08-18-18,17:45,August,Saturday,NOISE,400 E 16TH ST,LB213,BPD,NO REPORT
B18-33478,08-18-18,18:50,August,Saturday,DISTURBANCE IP,212 E 2ND ST,LB301,BPD,NO REPORT
B18-33483,08-18-18,19:06,August,Saturday,DISTURBANCE IP,206 N WALNUT ST,LB102,BPD,NO REPORT
B18-33492,08-18-18,20:16,August,Saturday,DISTURBANCE IP,215 S WESTPLEX AVE; WHEELER MISSION MINISTRIES,LB521,BPD,NO REPORT
B18-33504,08-18-18,20:33,August,Saturday,NOISE,920 S PERSIMMON TREE CIR,LB401,BPD,NO REPORT
B18-33497,08-18-18,20:48,August,Saturday,DRUNK,S WALNUT STREET PIKE & E WINSLOW RD,LB328,BPD,NO REPORT
B18-33506,08-18-18,21:22,August,Saturday,NOISE,2317 S SAMUEL LN,LB425,BPD,NO REPORT
B18-33514,08-18-18,22:24,August,Saturday,NOISE,2549 E EASTGATE LN; APT 208,LB222,BPD,NO REPORT
B18-33518,08-18-18,22:48,August,Saturday,NOISE,2549 E EASTGATE LN; APT 209,LB222,BPD,NO REPORT
B18-33524,08-18-18,22:54,August,Saturday,NOISE,500 S FESS AVE,LB302,BPD,NO REPORT
B18-33525,08-18-18,23:08,August,Saturday,DRUNK,S WALNUT ST & E HILLSIDE DR,LB421,BPD,NO REPORT
B18-33529,08-18-18,23:11,August,Saturday,NOISE,700 W PARRISH RD; ARLINGTON HEIGHTS ELEMENTARY SCHOOL,LB510,BPD,NO REPORT
B18-33526,08-18-18,23:13,August,Saturday,NOISE,1600 N WILLIS DR,LB513,BPD,NO REPORT
B18-33531,08-18-18,23:31,August,Saturday,NOISE,437 E 16TH ST,LB213,BPD,NO REPORT
B18-33538,08-18-18,23:42,August,Saturday,NOISE,2036 N WALNUT ST,LB212,BPD,NO REPORT
B18-33533,08-18-18,23:46,August,Saturday,NOISE,416 N LINCOLN ST,LB102,BPD,NO REPORT
B18-33540,08-18-18,23:57,August,Saturday,DRUNK,808 S HENDERSON ST,LB301,BPD,NO REPORT
B18-33546,08-19-18,00:02,August,Sunday,NOISE,E 19TH ST & N WASHINGTON ST,LB212,BPD,NO REPORT
B18-33549,08-19-18,00:09,August,Sunday,NOISE,S HENDERSON ST & E DODDS ST,LB313,BPD,NO REPORT
B18-33542,08-19-18,00:12,August,Sunday,DISTURBANCE IP,S WASHINGTON ST & E KIRKWOOD AVE,LB104,BPD,REPORT
B18-33551,08-19-18,00:23,August,Sunday,NOISE,2809 E HUNTERS GLN,LB323,BPD,NO REPORT
B18-33550,08-19-18,00:27,August,Sunday,NOISE,S WOODLAWN AVE & E MAXWELL LN,LB302,BPD,NO REPORT
B18-33548,08-19-18,00:55,August,Sunday,NOISE,1314 N LINCOLN ST,LB212,BPD,NO REPORT
B18-33554,08-19-18,01:07,August,Sunday,NOISE,305 S WASHINGTON ST,LB104,BPD,NO REPORT
B18-33555,08-19-18,01:46,August,Sunday,DISTURBANCE IP,2300 N WALNUT ST; MCDONALDS NORTH,LB209,BPD,NO REPORT
B18-33561,08-19-18,02:09,August,Sunday,DRUNK,E BURKS DR & S KENNEDY DR,LB336,BPD,NO REPORT
B18-33582,08-19-18,05:39,August,Sunday,DRUNK,3939 W 3RD ST; SPEEDWAY WEST,LB403,BPD,NO REPORT
B18-33583,08-19-18,05:53,August,Sunday,NOISE,314 N WASHINGTON ST;THE GABLES APARTMENTS,LB102,BPD,NO REPORT
B18-33608,08-19-18,12:59,August,Sunday,DISTURBANCE IP,3209 E 10TH ST; APT I7,LB216,BPD,REPORT
B18-33610,08-19-18,13:36,August,Sunday,DISTURBANCE IP,528 S COLLEGE AVE; KROGER SEMINARY,LB410,BPD,NO REPORT
B18-33619,08-19-18,14:24,August,Sunday,DISTURBANCE IP,1107 N ILLINOIS ST,LB517,BPD,NO REPORT
B18-33646,08-19-18,17:36,August,Sunday,DISTURBANCE IP,S GRANT ST & E KIRKWOOD AVE,LB102,BPD,NO REPORT
B18-33650,08-19-18,18:06,August,Sunday,NOISE,521 N WASHINGTON ST,LB102,BPD,NO REPORT
B18-33674,08-19-18,21:34,August,Sunday,DISTURBANCE IP,914 N LINDBERGH DR,LB517,BPD,NO REPORT
B18-33681,08-19-18,22:23,August,Sunday,NOISE,909 W 1ST ST; IND CENTER FOR RECOVERY,LB409,BPD,NO REPORT
B18-33683,08-19-18,22:40,August,Sunday,DISTURBANCE IP,1009 N ILLINOIS ST,LB517,BPD,NO REPORT
B18-33701,08-20-18,00:04,August,Monday,NOISE,786 N WOODBRIDGE DR,LB216,BPD,NO REPORT
B18-33699,08-20-18,00:09,August,Monday,DISTURBANCE IP,1009 N ILLINOIS ST,LB517,BPD,NO REPORT
B18-33704,08-20-18,01:13,August,Monday,DRUNK,1000 N COLLEGE AVE; CVS PHARMACY NORTH,LB519,BPD,NO REPORT
B18-33727,08-20-18,08:27,August,Monday,DISTURBANCE IP,S HENDERSON ST & E GRIMES LN,LB313,BPD,NO REPORT
B18-33749,08-20-18,12:04,August,Monday,DISTURBANCE IP,986 S COPPER BEECH WAY; APT I OFC,LB415,BPD,NO REPORT
B18-33768,08-20-18,15:02,August,Monday,NOISE,N COLLEGE AVE & W 10TH ST,LB101,BPD,NO REPORT
B18-33776,08-20-18,15:38,August,Monday,DISTURBANCE IP,556 E GRAHAM PL,LB327,BPD,NO REPORT
B18-33774,08-20-18,15:44,August,Monday,DISTURBANCE IP,430 E KIRKWOOD AVE,LB104,BPD,NO REPORT
B18-33799,08-20-18,17:29,August,Monday,VANDALISM NP,3411 N WINDCREST DR,LB507,BPD,NO REPORT
B18-33807,08-20-18,18:24,August,Monday,VANDALISM NP,N COLLEGE AVE & W 6TH ST; 220 E 3RD ST; BPD LOBBY,LB101,BPD,NO REPORT
B18-33815,08-20-18,19:42,August,Monday,NOISE,N WASHINGTON ST & E 7TH ST; THE MANOR,LB102,BPD,NO REPORT
B18-33831,08-20-18,21:21,August,Monday,DISTURBANCE IP,N WALNUT ST & E 6TH ST,LB101,BPD,NO REPORT
