Incident,Date Reported,Time Reported,Month Reported,Day of Week,Nature,Incident address,Area,Agency,Clearance Code desc
B17-03536,1/29/2017,23:56:47,January,Sunday,VANDALISM NP,1419 N KINSER PIKE,LB513,BPD,REPORT NEEDED
B17-03544,1/30/2017,2:28:47,January,Monday,DRUNK,N WALNUT ST & E 14TH ST,LB519,BPD,NO REPORT
B17-03557,1/30/2017,8:30:49,January,Monday,VANDALISM NP,512 W 13TH ST,LB518,BPD,REPORT NEEDED
B17-03576,1/30/2017,12:50:20,January,Monday,DISTURBANCE IP,S WALNUT ST & E WYLIE ST,LB410,BPD,NO REPORT
B17-03580,1/30/2017,13:31:19,January,Monday,DISTURBANCE IP,823 N MAPLE ST,LB518,BPD,REPORT NEEDED
B17-03611,1/30/2017,18:21:28,January,Monday,DISTURBANCE IP,221 W 2ND ST; WENDYS SEMINARY SQUARE,LB410,BPD,NO REPORT
B17-03616,1/30/2017,19:11:35,January,Monday,DISTURBANCE IP,406 E 6TH ST,LB102,BPD,NO REPORT
B17-03636,1/30/2017,22:19:36,January,Monday,DISTURBANCE IP,E 10TH ST & E JOHN HINKLE PL,LB220,BPD,NO REPORT
B17-03651,1/30/2017,23:32:17,January,Monday,DRUNK,N WALNUT ST & E 17TH ST,LB519,BPD,NO REPORT
B17-03665,1/31/2017,0:47:51,January,Tuesday,NOISE,106 E KIRKWOOD AVE; APT 203  ; ODD FELLOW APTS,LB104,BPD,NO REPORT
B17-03671,1/31/2017,5:33:23,January,Tuesday,DISTURBANCE IP,3100 S WALNUT STREET PIKE; APT B147,LB336,BPD,NO REPORT
B17-03702,1/31/2017,14:01:23,January,Tuesday,DISTURBANCE IP,301 S WALNUT ST,LB104,BPD,NO REPORT
B17-03746,1/31/2017,18:40:43,January,Tuesday,DISTURBANCE IP,350 S CURRY PIKE; MASTER CLEANING SERVICE,LB402,BPD,NO REPORT
B17-03749,1/31/2017,18:44:36,January,Tuesday,DISTURBANCE IP,301 S WALNUT ST,LB104,BPD,NO REPORT
B17-03754,1/31/2017,19:46:46,January,Tuesday,VANDALISM NP,3101 E GOODNIGHT WAY; APT 18,LB310,BPD,NO REPORT
B17-03755,1/31/2017,19:50:14,January,Tuesday,DISTURBANCE IP,110 S INDIANA AVE; STARBUCKS DOWNTOWN,LB104,BPD,NO REPORT
B17-03756,1/31/2017,19:49:03,January,Tuesday,DISTURBANCE IP,2850 E 3RD ST; DICKS SPORTING GOODS,LB305,BPD,NO REPORT
B17-03769,1/31/2017,22:06:33,January,Tuesday,PANHANDLING,275 E WINSLOW RD; VILLAGE PANTRY SOUTH,LB327,BPD,NO REPORT
B17-03770,1/31/2017,22:05:43,January,Tuesday,VANDALISM NP,112 W 6TH ST,LB101,BPD,REPORT NEEDED
B17-03778,1/31/2017,22:58:09,January,Tuesday,NOISE,N MADISON ST & W 17TH ST,LB519,BPD,NO REPORT
B17-03779,1/31/2017,23:18:54,January,Tuesday,VANDALISM NP,104 S JEFFERSON ST,LB222,BPD,REPORT NEEDED
B17-03781,1/31/2017,23:22:56,January,Tuesday,NOISE,218 E 17TH ST; ELKINS PROPERTIES,LB213,BPD,NO REPORT
B17-03784,1/31/2017,23:42:53,January,Tuesday,NOISE,316 W 17TH ST,LB512,BPD,NO REPORT
B17-03793,2/1/2017,1:12:07,February,Wednesday,NOISE,3315 E LONGVIEW AVE; APT 47,LB221,BPD,NO REPORT
B17-03801,2/1/2017,5:23:54,February,Wednesday,DISTURBANCE IP,4332 W HEATHERWOOD LN,LB428,BPD,NO REPORT
B17-03823,2/1/2017,11:37:07,February,Wednesday,NOISE,S WALNUT ST & E WYLIE ST,LB410,BPD,NO REPORT
B17-03864,2/1/2017,17:18:59,February,Wednesday,PANHANDLING,1300 S PATTERSON DR; COOK PHARMICA,LB412,BPD,NO REPORT
B17-03903,2/1/2017,22:07:31,February,Wednesday,NOISE,2440 S HENDERSON ST; CRAWFORD APARTMENTS; APT 302,LB327,BPD,NO REPORT
B17-03904,2/1/2017,22:11:24,February,Wednesday,NOISE,345 S COLLEGE AVE; EIGHT MEDICAL; MIDTOWN LOFTS; APT 307,LB103,BPD,NO REPORT
B17-03906,2/1/2017,22:36:12,February,Wednesday,NOISE,2623 E 2ND ST; COLLEGE MALL APARTMENTS 2; APT 11,LB304,BPD,NO REPORT
B17-03909,2/1/2017,23:42:14,February,Wednesday,VANDALISM IP,810 W 11TH ST; APT 3,LB518,BPD,REPORT NEEDED
B17-03913,2/1/2017,23:59:58,February,Wednesday,NOISE,3100 S WALNUT STREET PIKE; B BUILDING 3RD FLOOR,LB336,BPD,NO REPORT
B17-03918,2/2/2017,1:33:06,February,Thursday,VANDALISM NP,S WASHINGTON ST & E 4TH ST; 220 E 3RD ST,LB104,BPD,NO REPORT
B17-03919,2/2/2017,1:34:29,February,Thursday,NOISE,120 S KINGSTON DR; APT B19,LB221,BPD,NO REPORT
B17-03930,2/2/2017,7:18:51,February,Thursday,DISTURBANCE IP,1412 W 12TH ST,LB517,BPD,NO REPORT
B17-03977,2/2/2017,16:00:33,February,Thursday,DRUNK,BS S LIBERTY DR AT KROGER WEST,LB403,BPD,REPORT NEEDED
B17-03996,2/2/2017,17:39:47,February,Thursday,DRUNK,301 S WALNUT ST,LB104,BPD,NO REPORT
B17-04022,2/2/2017,23:02:32,February,Thursday,DISTURBANCE IP,205 E KIRKWOOD AVE; FIRST CHRISTIAN CHURCH,LB102,BPD,NO REPORT
B17-04025,2/3/2017,0:07:06,February,Friday,NOISE,423 E 16TH ST,LB213,BPD,NO REPORT
B17-04037,2/3/2017,2:52:23,February,Friday,NOISE,315 E 8TH ST; APT 4,LB102,BPD,NO REPORT
B17-04043,2/3/2017,4:41:42,February,Friday,NOISE,503 E SMITH AVE; 503 EAST SMITH AVE HOUSE,LB104,BPD,NO REPORT
B17-04078,2/3/2017,13:05:17,February,Friday,DISTURBANCE IP,1420 N ARLINGTON PARK DR; APT 401,LB514,BPD,NO REPORT
B17-04092,2/3/2017,14:55:05,February,Friday,DRUNK,213 E KIRKWOOD AVE,LB102,BPD,NO REPORT
B17-04099,2/3/2017,15:18:52,February,Friday,DRUNK,N LINCOLN ST & E 6TH ST,LB102,BPD,REPORT NEEDED
B17-04101,2/3/2017,14:42:28,February,Friday,DRUNK,3100 S WALNUT STREET PIKE; B98,LB336,BPD,NO REPORT
B17-04128,2/3/2017,18:08:10,February,Friday,DRUNK,S WALNUT ST & E KIRKWOOD AVE,LB102,BPD,NO REPORT
B17-04132,2/3/2017,17:44:38,February,Friday,NOISE,345 S COLLEGE AVE; MIDTOWN LOFTS; 4TH FLOOR,LB103,BPD,NO REPORT
B17-04151,2/3/2017,21:35:29,February,Friday,VANDALISM IP,507 S LINCOLN ST; CAMPUS APARTMENTS,LB301,BPD,REPORT NEEDED
B17-04163,2/3/2017,23:13:26,February,Friday,NOISE,1700 N WALNUT ST; PARKVIEW APARTMENTS,LB212,BPD,NO REPORT
B17-04171,2/3/2017,23:30:36,February,Friday,NOISE,204 E 20TH ST,LB212,BPD,NO REPORT
B17-04173,2/3/2017,23:38:37,February,Friday,NOISE,1732 N LINCOLN ST,LB212,BPD,NO REPORT
B17-04175,2/4/2017,0:09:44,February,Saturday,NOISE,717 N INDIANA AVE,LB214,BPD,NO REPORT
B17-04176,2/4/2017,0:10:41,February,Saturday,NOISE,4225 E STEPHENS DR,LB218,BPD,NO REPORT
B17-04183,2/4/2017,1:35:27,February,Saturday,NOISE,2616 E 5TH ST,LB222,BPD,NO REPORT
B17-04194,2/4/2017,6:56:46,February,Saturday,NOISE,3100 S WALNUT STREET PIKE; APT A17,LB336,BPD,NO REPORT
B17-04201,2/4/2017,8:21:59,February,Saturday,DISTURBANCE IP,1722 N WALNUT ST; ROOM 223  AMERICAS BEST VALUE INN,LB212,BPD,NO REPORT
B17-04214,2/4/2017,11:47:04,February,Saturday,DRUNK,260 N JACOB DR,LB523,BPD,NO REPORT
B17-04222,2/4/2017,12:42:23,February,Saturday,PANHANDLING,3175 W 3RD ST; KMART WEST,LB403,BPD,NO REPORT
B17-04240,2/4/2017,17:11:47,February,Saturday,DRUNK,BLT 109 MARKER 7TH-8TH; Between W 8th St and W 7th St,LB101,BPD,NO REPORT
B17-04246,2/4/2017,17:06:38,February,Saturday,NOISE,2249 S SWEETBRIAR CT,LB326,BPD,NO REPORT
B17-04250,2/4/2017,18:33:07,February,Saturday,DISTURBANCE IP,215 N WALNUT ST; BROTHERS BAR AND GRILL,LB101,BPD,NO REPORT
B17-04283,2/5/2017,1:46:25,February,Sunday,NOISE,521 S PARK AVE,LB302,BPD,NO REPORT
B17-04284,2/5/2017,2:04:37,February,Sunday,DRUNK,300 N WALNUT ST; WALNUT CENTER,LB102,BPD,NO REPORT
B17-04285,2/5/2017,2:01:14,February,Sunday,NOISE,427 S HENDERSON ST; PLANTATION APARTMENTS; APT 7,LB302,BPD,NO REPORT
B17-04287,2/5/2017,2:23:12,February,Sunday,DISTURBANCE IP,105 S FRANKLIN RD; MARRIOTT,LB523,BPD,NO REPORT
B17-04288,2/5/2017,3:14:58,February,Sunday,DISTURBANCE IP,119 S PARK RIDGE RD; PAVILION PARK; APT 8,LB219,BPD,NO REPORT
B17-04289,2/5/2017,3:22:39,February,Sunday,NOISE,3100 S WALNUT STREET PIKE,LB336,BPD,NO REPORT
B17-04290,2/5/2017,3:43:05,February,Sunday,DRUNK,702 N COLLEGE AVE; THE LOFTS,LB519,BPD,REPORT NEEDED
B17-04294,2/5/2017,4:00:41,February,Sunday,NOISE,717 W 3RD ST,LB409,BPD,NO REPORT
B17-04296,2/5/2017,4:25:32,February,Sunday,NOISE,2611 N WALNUT ST; CAMPUS EDGE APARTMENTS,LB511,BPD,NO REPORT
B17-04299,2/5/2017,6:25:41,February,Sunday,DISTURBANCE IP,1722 N WALNUT ST; AMERICAS BEST VALUE INN,LB212,BPD,REPORT NEEDED
B17-04302,2/5/2017,7:01:40,February,Sunday,DISTURBANCE IP,3211 E 10TH ST; TOWNHOUSES ON 10TH,LB216,BPD,NO REPORT
B17-04306,2/5/2017,8:44:31,February,Sunday,VANDALISM NP,2100 N WALNUT ST; HAMPTON INN,LB212,BPD,REPORT NEEDED
B17-04342,2/5/2017,19:07:13,February,Sunday,NOISE,1890 S WALNUT ST,LB421,BPD,NO REPORT
B17-04344,2/5/2017,19:51:26,February,Sunday,DRUNK,N WALNUT ST & W 15TH ST,LB519,BPD,NO REPORT
B17-04354,2/5/2017,22:37:14,February,Sunday,NOISE,529 S WASHINGTON ST,LB301,BPD,NO REPORT
B17-04366,2/6/2017,0:38:32,February,Monday,NOISE,312 E 12TH ST,LB213,BPD,NO REPORT
B17-04367,2/6/2017,0:42:51,February,Monday,NOISE,N COLLEGE AVE & W 6TH ST,LB101,BPD,NO REPORT
B17-04400,2/6/2017,11:04:16,February,Monday,PANHANDLING,W 3RD ST & S GATES DR,LB403,BPD,NO REPORT
B17-04402,2/6/2017,11:34:47,February,Monday,VANDALISM NP,100 S KINGSTON DR; ALL AMERICAN STORAGE,LB221,BPD,REPORT NEEDED
B17-04408,2/6/2017,13:22:05,February,Monday,DISTURBANCE IP,2620 E 10TH ST; WINGS EXTREME,LB222,BPD,REPORT NEEDED
B17-04419,2/6/2017,14:16:41,February,Monday,PANHANDLING,200 S WASHINGTON ST; FIFTH THIRD BANK DOWNTOWN,LB104,BPD,NO REPORT
B17-04435,2/6/2017,16:13:03,February,Monday,DRUNK,2894 E 3RD ST,LB221,BPD,NO REPORT
B17-04436,2/6/2017,16:20:47,February,Monday,VANDALISM NP,112 E COTTAGE GROVE AVE,LB213,BPD,REPORT NEEDED
B17-04448,2/6/2017,17:50:35,February,Monday,DRUNK,2850 E 3RD ST; DICKS SPORTING GOODS,LB305,BPD,REPORT NEEDED
B17-04466,2/6/2017,20:05:26,February,Monday,NOISE,548 S BASSWOOD DR; APT G,LB404,BPD,NO REPORT
B17-04482,2/6/2017,22:27:50,February,Monday,VANDALISM NP,1700 N WALNUT ST; PARKVIEW APTS,LB212,BPD,REPORT NEEDED
B17-04498,2/7/2017,2:58:41,February,Tuesday,NOISE,106 E KIRKWOOD AVE; APT 203,LB104,BPD,NO REPORT
B17-04511,2/7/2017,9:18:50,February,Tuesday,DRUNK,S LINCOLN ST & E KIRKWOOD AVE,LB104,BPD,NO REPORT
B17-04516,2/7/2017,9:49:30,February,Tuesday,DISTURBANCE IP,4338 W HEATHERWOOD LN,LB428,BPD,NO REPORT
B17-04518,2/7/2017,10:03:00,February,Tuesday,DISTURBANCE IP,1890 S WALNUT ST; APT 2,LB421,BPD,NO REPORT
B17-04528,2/7/2017,10:53:08,February,Tuesday,VANDALISM NP,3205 W STATE ROAD 45; SAMS CLUB,LB416,BPD,NO REPORT
B17-04577,2/7/2017,17:18:26,February,Tuesday,DISTURBANCE IP,S HENDERSON ST & E HILLSIDE DR,LB314,BPD,NO REPORT
B17-04590,2/7/2017,18:27:07,February,Tuesday,DISTURBANCE IP,544 S LINCOLN ST; LINCOLN HILL APARTMENTS,LB301,BPD,NO REPORT
B17-04593,2/7/2017,18:32:24,February,Tuesday,DRUNK,405 E KIRKWOOD AVE; CAFE PIZZARIA,LB102,BPD,NO REPORT
B17-04596,2/7/2017,18:55:59,February,Tuesday,DISTURBANCE IP,3100 S WALNUT STREET PIKE; APT B100,LB336,BPD,NO REPORT
B17-04602,2/7/2017,19:52:27,February,Tuesday,DRUNK,303 E KIRKWOOD AVE,LB102,BPD,NO REPORT
B17-04603,2/7/2017,20:10:31,February,Tuesday,DISTURBANCE IP,215 N WALDRON ST,LB520,BPD,REPORT NEEDED
B17-04613,2/7/2017,21:42:58,February,Tuesday,DISTURBANCE IP,301 S WALNUT ST,LB104,BPD,NO REPORT
B17-04628,2/7/2017,22:42:50,February,Tuesday,NOISE,N MADISON ST & W 17TH ST,LB519,BPD,NO REPORT
B17-04634,2/7/2017,23:08:54,February,Tuesday,NOISE,409 E 16TH ST,LB213,BPD,NO REPORT
B17-04638,2/7/2017,23:28:27,February,Tuesday,NOISE,108 W 6TH ST; LOFT AT 106; KING DOUGH,LB101,BPD,NO REPORT
B17-04646,2/8/2017,0:33:52,February,Wednesday,NOISE,508 E 13TH ST,LB214,BPD,NO REPORT
B17-04647,2/8/2017,0:48:46,February,Wednesday,DISTURBANCE IP,500 E GRAHAM PL; TIMBER RIDGE APARTMENTS; APT 481,LB327,BPD,NO REPORT
B17-04650,2/8/2017,1:11:11,February,Wednesday,NOISE,106 E KIRKWOOD AVE; APT 203,LB104,BPD,NO REPORT
B17-04654,2/8/2017,1:42:03,February,Wednesday,DRUNK,217 W KIRKWOOD AVE; HYATT PLACE HOTEL,LB103,BPD,NO REPORT
B17-04658,2/8/2017,2:12:02,February,Wednesday,DISTURBANCE IP,3200 E LONGVIEW AVE; APT 49,LB221,BPD,REPORT NEEDED
B17-04662,2/8/2017,4:25:45,February,Wednesday,DISTURBANCE IP,1348 N ARLINGTON PARK DR;APT 815,LB514,BPD,NO REPORT
B17-04676,2/8/2017,9:51:06,February,Wednesday,NOISE,612 S HENDERSON ST,LB301,BPD,NO REPORT
B17-04677,2/8/2017,9:56:33,February,Wednesday,DISTURBANCE IP,2372 S WINSLOW CT,LB326,BPD,NO REPORT
B17-04687,2/8/2017,11:38:06,February,Wednesday,DISTURBANCE IP,301 S WALNUT ST,LB104,BPD,NO REPORT
B17-04693,2/8/2017,12:52:09,February,Wednesday,DISTURBANCE IP,418 N MAPLE ST,LB520,BPD,NO REPORT
B17-04697,2/8/2017,12:28:17,February,Wednesday,VANDALISM NP,976 S CLARIZZ BLVD,LB310,BPD,REPORT NEEDED
B17-04698,2/8/2017,12:54:41,February,Wednesday,VANDALISM NP,3100 W SUSAN DR; MC SPORTS,LB524,BPD,REPORT NEEDED
B17-04699,2/8/2017,13:27:08,February,Wednesday,DISTURBANCE IP,620 S WALNUT ST; SHALOM CENTER,LB410,BPD,NO REPORT
B17-04700,2/8/2017,13:43:11,February,Wednesday,DISTURBANCE IP,2368 S WINSLOW CT,LB326,BPD,NO REPORT
B17-04730,2/8/2017,17:36:02,February,Wednesday,DISTURBANCE IP,1115 S WALNUT ST; CIRCLE K GRIMES AND WALNUT,LB314,BPD,NO REPORT
B17-04732,2/8/2017,17:48:42,February,Wednesday,DRUNK,301 S WALNUT ST,LB104,BPD,NO REPORT
B17-04739,2/8/2017,18:55:37,February,Wednesday,DRUNK,BLAIR & 11TH,LB518,BPD,NO REPORT
B17-04744,2/8/2017,19:01:41,February,Wednesday,NOISE,2430 W 3RD ST; RED BRICK APARTMENTS,LB523,BPD,NO REPORT
B17-04753,2/8/2017,21:04:25,February,Wednesday,DISTURBANCE IP,111 S GRANT ST; TRINITY EPISCOPAL,LB104,BPD,REPORT NEEDED
B17-04761,2/8/2017,22:25:00,February,Wednesday,VANDALISM NP,3052 E AMY LN,LB221,BPD,REPORT NEEDED
B17-04776,2/8/2017,22:47:21,February,Wednesday,NOISE,602 N MORTON ST,LB519,BPD,NO REPORT
B17-04797,2/9/2017,2:48:37,February,Thursday,DISTURBANCE IP,3702 W 3RD ST; TACO BELL WEST,LB524,BPD,NO REPORT
B17-04816,2/9/2017,9:15:19,February,Thursday,DISTURBANCE IP,1402 N WALNUT ST,LB212,BPD,NO REPORT
B17-04830,2/9/2017,13:08:57,February,Thursday,DISTURBANCE IP,620 S WALNUT ST; SHALOM CENTER,LB410,BPD,NO REPORT
B17-04834,2/9/2017,13:20:50,February,Thursday,DRUNK,501 E KIRKWOOD AVE; PEOPLES PARK,LB102,BPD,NO REPORT
B17-04847,2/9/2017,15:46:32,February,Thursday,DISTURBANCE IP,303 E KIRKWOOD AVE,LB102,BPD,REPORT NEEDED
B17-04878,2/9/2017,22:00:12,February,Thursday,DISTURBANCE IP,205 E KIRKWOOD AVE; FIRST CHRISTIAN CHURCH,LB102,BPD,REPORT NEEDED
B17-04883,2/9/2017,22:15:11,February,Thursday,NOISE,712 E HUNTER AVE,LB302,BPD,NO REPORT
B17-04892,2/9/2017,23:09:54,February,Thursday,NOISE,1890 S WALNUT ST; APT 4,LB421,BPD,NO REPORT
B17-04897,2/9/2017,23:57:26,February,Thursday,DISTURBANCE IP,3100 S WALNUT STREET PIKE; A BUILDING,LB336,BPD,REPORT NEEDED
B17-04900,2/10/2017,0:19:36,February,Friday,NOISE,3100 S WALNUT STREET PIKE; APT 17,LB336,BPD,NO REPORT
B17-04902,2/9/2017,23:57:25,February,Thursday,NOISE,801 E 2ND ST,LB302,BPD,NO REPORT
B17-04908,2/10/2017,1:13:28,February,Friday,NOISE,801 E 2ND ST,LB302,BPD,NO REPORT
B17-04911,2/10/2017,1:18:17,February,Friday,DRUNK,N COLLEGE AVE & W 14TH ST;601 W 2ND ST,LB519,BPD,NO REPORT
B17-04912,2/10/2017,1:29:02,February,Friday,NOISE,3100 S WALNUT STREET PIKE; APT B129,LB336,BPD,NO REPORT
B17-04921,2/10/2017,4:20:26,February,Friday,DISTURBANCE IP,309 N WALNUT ST; TACO BELL NORTH,LB101,BPD,NO REPORT
B17-04942,2/10/2017,11:17:13,February,Friday,VANDALISM NP,527 E 3RD ST; CIRCLE K 3RD AND INDIANA,LB104,BPD,REPORT NEEDED
B17-04955,2/10/2017,14:03:00,February,Friday,DRUNK,121 E KIRKWOOD AVE; CVS DOWNTOWN,LB102,BPD,REPORT NEEDED
B17-04977,2/10/2017,16:24:08,February,Friday,DISTURBANCE IP,3100 S WALNUT STREET PIKE; APT A 17,LB336,BPD,NO REPORT
B17-04992,2/10/2017,17:49:56,February,Friday,DRUNK,303 E KIRKWOOD AVE; MONROE COUNTY PUBLIC LIBRARY,LB102,BPD,REPORT NEEDED
B17-05021,2/10/2017,21:42:39,February,Friday,DISTURBANCE IP,S LINCOLN ST & E KIRKWOOD AVE,LB104,BPD,NO REPORT
B17-05022,2/10/2017,21:47:22,February,Friday,DISTURBANCE IP,338 S WASHINGTON ST; MIDDLE WAY HOUSE,LB104,BPD,NO REPORT
B17-05037,2/10/2017,23:18:42,February,Friday,NOISE,608 E 1ST ST,LB302,BPD,NO REPORT
B17-05039,2/10/2017,23:34:50,February,Friday,DISTURBANCE IP,4225 E STEPHENS DR,LB218,BPD,NO REPORT
B17-05043,2/11/2017,0:12:48,February,Saturday,NOISE,1150 S CLARIZZ BLVD; APT T379,LB310,BPD,NO REPORT
B17-05044,2/11/2017,0:15:48,February,Saturday,NOISE,1600 N WILLIS DR; LOT 117,LB513,BPD,NO REPORT
B17-05053,2/11/2017,2:31:47,February,Saturday,DISTURBANCE IP,560 S BASSWOOD DR,LB415,BPD,NO REPORT
B17-05055,2/11/2017,2:36:49,February,Saturday,DISTURBANCE IP,2201 E 3RD ST; BLOOMINGTON FIRE STATION 4,LB222,BPD,NO REPORT
B17-05058,2/11/2017,3:21:01,February,Saturday,DRUNK,215 N WALNUT ST; BROTHERS BAR AND GRILL,LB101,BPD,NO REPORT
B17-05060,2/11/2017,3:51:22,February,Saturday,ALCOHOL RELATED,S DUNN ST & E KIRKWOOD AVE,LB102,BPD,REPORT NEEDED
B17-05061,2/11/2017,4:03:48,February,Saturday,DISTURBANCE IP,601 N COLLEGE AVE; APT 203,LB519,BPD,NO REPORT
B17-05063,2/11/2017,5:09:45,February,Saturday,DISTURBANCE IP,1105 N ILLINOIS ST,LB517,BPD,NO REPORT
B17-05066,2/11/2017,6:37:11,February,Saturday,NOISE,703 W GOURLEY PIKE; APT 125,LB513,BPD,NO REPORT
B17-05069,2/11/2017,9:11:07,February,Saturday,VANDALISM NP,S LINCOLN ST & E 4TH ST,LB104,BPD,REPORT NEEDED
B17-05071,2/11/2017,9:25:39,February,Saturday,DISTURBANCE IP,111 N ROGERS ST; SALVATION ARMY; U:,LB520,BPD,NO REPORT
B17-05075,2/11/2017,9:55:01,February,Saturday,VANDALISM NP,703 W GOURLEY PIKE; APT 169,LB513,BPD,REPORT NEEDED
B17-05080,2/11/2017,11:03:39,February,Saturday,DISTURBANCE IP,1122 W 11TH ST; OUR WAY C STORE,LB517,BPD,NO REPORT
B17-05087,2/11/2017,12:17:23,February,Saturday,VANDALISM NP,1212 W GREEN TREE LN,LB413,BPD,NO REPORT
B17-05089,2/11/2017,12:47:49,February,Saturday,NOISE,1600 N WILLIS DR; LOT 113,LB513,BPD,NO REPORT
B17-05090,2/11/2017,12:59:57,February,Saturday,DRUNK,303 E KIRKWOOD AVE;MONROE CO PUBLIC LIBRARY,LB102,BPD,NO REPORT
B17-05092,2/11/2017,13:22:17,February,Saturday,DRUNK,200 E KIRKWOOD AVE; PEOPLES STATE BANK DOWNTOWN,LB104,BPD,NO REPORT
B17-05096,2/11/2017,13:44:07,February,Saturday,DISTURBANCE IP,1005 N ROGERS ST; APT 10-B,LB518,BPD,NO REPORT
B17-05110,2/11/2017,14:41:49,February,Saturday,PANHANDLING,602 N MORTON ST,LB519,BPD,NO REPORT
B17-05118,2/11/2017,15:56:40,February,Saturday,DISTURBANCE IP,1200 W 7TH ST; WHITE OAK CEMETERY,LB521,BPD,NO REPORT
B17-05125,2/11/2017,16:25:54,February,Saturday,NOISE,S JEFFERSON ST & E 5TH ST,LB222,BPD,NO REPORT
B17-05137,2/11/2017,18:11:25,February,Saturday,VANDALISM NP,534 E GRAHAM PL,LB327,BPD,REPORT NEEDED
B17-05148,2/11/2017,21:02:28,February,Saturday,DRUNK,101 W KIRKWOOD AVE; FOUNTAIN SQUARE MALL,LB103,BPD,NO REPORT
B17-05158,2/11/2017,21:28:18,February,Saturday,NOISE,909 S BASSWOOD CIR,LB415,BPD,NO REPORT
B17-05195,2/12/2017,0:27:08,February,Sunday,NOISE,S EASTSIDE DR & E UNIVERSITY ST,LB303,BPD,NO REPORT
B17-05196,2/12/2017,0:34:55,February,Sunday,NOISE,110 S JEFFERSON ST,LB222,BPD,NO REPORT
B17-05204,2/12/2017,1:12:53,February,Sunday,DISTURBANCE IP,N LINCOLN ST & E 6TH ST,LB102,BPD,NO REPORT
B17-05209,2/12/2017,1:21:36,February,Sunday,NOISE,413 W HOOSIER COURT AVE,LB513,BPD,NO REPORT
B17-05212,2/12/2017,2:47:55,February,Sunday,DRUNK,320 E COTTAGE GROVE AVE,LB213,BPD,NO REPORT
B17-05213,2/12/2017,2:54:19,February,Sunday,DRUNK,314 N COLLEGE AVE,LB101,BPD,NO REPORT
B17-05219,2/12/2017,3:53:22,February,Sunday,NOISE,913 N COLLEGE AVE,LB519,BPD,NO REPORT
B17-05220,2/12/2017,5:05:28,February,Sunday,NOISE,220 E 3RD ST; POLICE DEPARTMENT HEADQUARTERS,LB104,BPD,NO REPORT
B17-05225,2/12/2017,7:40:21,February,Sunday,DISTURBANCE IP,512 S FESS AVE,LB302,BPD,NO REPORT
B17-05228,2/12/2017,8:37:12,February,Sunday,DISTURBANCE IP,3008 S ACADIA CT; ACADIA COURTS,LB329,BPD,NO REPORT
B17-05240,2/12/2017,12:31:37,February,Sunday,DISTURBANCE IP,115 E 2ND ST,LB104,BPD,NO REPORT
B17-05299,2/12/2017,20:23:16,February,Sunday,VANDALISM IP,612 S STATE ROAD 446,LB307,BPD,NO REPORT
B17-05306,2/12/2017,21:36:38,February,Sunday,DRUNK,1100 W 4TH ST; ROSE HILL CEMETERY,LB408,BPD,NO REPORT
B17-05353,2/13/2017,10:19:28,February,Monday,DISTURBANCE IP,2685 S WEXLEY RD,LB325,BPD,NO REPORT
B17-05372,2/13/2017,13:37:52,February,Monday,PANHANDLING,JONATHAN & GATES,LB524,BPD,NO REPORT
B17-05381,2/13/2017,15:05:29,February,Monday,DISTURBANCE IP,1005 N ROGERS ST; APT 10-B,LB518,BPD,NO REPORT
B17-05388,2/13/2017,15:32:47,February,Monday,VANDALISM NP,2500 S ROCKPORT RD; APT 1702,LB424,BPD,REPORT NEEDED
B17-05419,2/13/2017,19:29:06,February,Monday,DISTURBANCE IP,303 E KIRKWOOD AVE;LIBRARY,LB102,BPD,NO REPORT
B17-05420,2/13/2017,19:29:09,February,Monday,DISTURBANCE IP,303 E KIRKWOOD AVE,LB102,BPD,NO REPORT
B17-05422,2/13/2017,19:59:06,February,Monday,DISTURBANCE NP,3900 E BARRINGTON DR; APT F,LB217,BPD,NO REPORT
B17-05438,2/13/2017,22:21:21,February,Monday,DISTURBANCE IP,S WASHINGTON ST & E 3RD ST,LB104,BPD,NO REPORT
B17-05445,2/14/2017,1:05:12,February,Tuesday,NOISE,3864 E BARRINGTON DR; BLDG B OR F,LB217,BPD,NO REPORT
B17-05450,2/14/2017,5:55:07,February,Tuesday,DISTURBANCE IP,601 W 2ND ST; IU HEALTH BLOOMINGTON HOSPITAL,LB409,BPD,NO REPORT
B17-05457,2/14/2017,8:23:00,February,Tuesday,VANDALISM NP,857 S AUTO MALL RD; FINANCIAL,LB310,BPD,REPORT NEEDED
B17-05471,2/14/2017,11:07:24,February,Tuesday,DRUNK,316 E KIRKWOOD AVE,LB104,BPD,NO REPORT
B17-05474,2/14/2017,11:24:56,February,Tuesday,DRUNK,528 S COLLEGE AVE; KROGER SEMINARY SQUARE,LB410,BPD,NO REPORT
B17-05481,2/14/2017,12:14:03,February,Tuesday,DISTURBANCE IP,520 S WALNUT ST; US POST OFFICE DOWNTOWN,LB410,BPD,NO REPORT
B17-05487,2/14/2017,13:17:58,February,Tuesday,DISTURBANCE IP,1965 S WALNUT ST; BLOOMINGTON HIGH SCHOOL SOUTH,LB327,BPD,NO REPORT
B17-05492,2/14/2017,14:32:27,February,Tuesday,DISTURBANCE IP,908 S WASHINGTON ST; ARIEL APARTMENTS; APT 2,LB314,BPD,NO REPORT
B17-05504,2/14/2017,16:34:35,February,Tuesday,DISTURBANCE IP,S DUNN ST & E KIRKWOOD AVE,LB102,BPD,NO REPORT
