Incident,Date Reported,Time Reported,Month Reported,Day of Week,Nature,Incident address,Area,Agency,Clearance Code desc
B16-43530,10/29/2016,18:33:16,October,Saturday,DISTURBANCE IP,501 E KIRKWOOD AVE; PEOPLES PARK,LB102,BPD,NO REPORT NEEDED
B16-43518,10/29/2016,16:45:33,October,Saturday,DISTURBANCE IP,501 E KIRKWOOD AVE; PEOPLES PARK,LB102,BPD,NO REPORT NEEDED
B16-43492,10/29/2016,14:10:49,October,Saturday,DISTURBANCE IP,121 E KIRKWOOD AVE; CVS DOWNTOWN,LB102,BPD,NO REPORT NEEDED
B16-43468,10/29/2016,10:56:35,October,Saturday,DISTURBANCE IP,3310 S ODELL DR,LB336,BPD,NO REPORT NEEDED
B16-43465,10/29/2016,10:34:03,October,Saturday,DISTURBANCE IP,701 N COLLEGE AVE; APT 101,LB519,BPD,NO REPORT NEEDED
B16-43459,10/29/2016,8:16:36,October,Saturday,DISTURBANCE IP,1100 S GRANT ST,LB314,BPD,NO REPORT NEEDED
B16-43441,10/29/2016,3:30:52,October,Saturday,DISTURBANCE IP,208 S HILLSDALE DR,LB222,BPD,NO REPORT NEEDED
B16-43423,10/29/2016,1:43:08,October,Saturday,DISTURBANCE IP,200 E VARSITY LN,LB212,BPD,NO REPORT NEEDED
B16-43301,10/28/2016,11:56:12,October,Friday,DISTURBANCE IP,2712 S MCCARTNEY LN,LB319,BPD,NO REPORT NEEDED
B16-43276,10/28/2016,8:25:51,October,Friday,DISTURBANCE IP,120 S KINGSTON DR; apt 64,LB221,BPD,NO REPORT NEEDED
B16-43256,10/28/2016,3:56:09,October,Friday,DISTURBANCE IP,E 14TH ST & N DUNN ST,LB213,BPD,NO REPORT NEEDED
B16-43233,10/28/2016,0:38:41,October,Friday,DISTURBANCE IP,S HENDERSON ST & E HILLSIDE DR,LB314,BPD,NO REPORT NEEDED
B16-43214,10/27/2016,22:02:12,October,Thursday,DISTURBANCE IP,2349 S BRANDON CT,LB326,BPD,NO REPORT NEEDED
B16-43212,10/27/2016,21:41:54,October,Thursday,DISTURBANCE IP,601 W 2ND ST; IU HEALTH BLOOMINGTON HOSPITAL,LB409,BPD,NO REPORT NEEDED
B16-43163,10/27/2016,15:59:48,October,Thursday,DISTURBANCE IP,2421 S BROADVIEW DR,LB423,BPD,NO REPORT NEEDED
B16-43096,10/27/2016,3:50:11,October,Thursday,DISTURBANCE IP,N COLLEGE AVE & W 10TH ST,LB101,BPD,NO REPORT NEEDED
B16-43095,10/27/2016,3:17:39,October,Thursday,DISTURBANCE IP,602 N MORTON ST,LB519,BPD,NO REPORT NEEDED
B16-43089,10/27/2016,1:34:50,October,Thursday,DISTURBANCE IP,502 S MULLER PKWY,LB404,BPD,NO REPORT NEEDED
B16-43075,10/26/2016,23:34:12,October,Wednesday,DISTURBANCE IP,321 E 14TH ST; apt a 1,LB213,BPD,NO REPORT NEEDED
B16-43043,10/26/2016,20:11:44,October,Wednesday,DISTURBANCE IP,301 S WALNUT ST; BLGTN TRANSIT,LB104,BPD,NO REPORT NEEDED
B16-43022,10/26/2016,17:21:30,October,Wednesday,DISTURBANCE IP,205 N COLLEGE AVE; GRAHAM PLAZA,LB101,BPD,NO REPORT NEEDED
B16-43016,10/26/2016,16:16:09,October,Wednesday,DISTURBANCE IP,501 E KIRKWOOD AVE; PEOPLES PARK,LB102,BPD,NO REPORT NEEDED
B16-42989,10/26/2016,14:06:09,October,Wednesday,DISTURBANCE IP,550 S ADAMS ST; MILESTONES CLINIC,LB406,BPD,NO REPORT NEEDED
B16-42947,10/26/2016,3:37:41,October,Wednesday,DISTURBANCE IP,W 11TH ST & N COLLEGE AVE,LB519,BPD,NO REPORT NEEDED
B16-42941,10/26/2016,2:54:39,October,Wednesday,DISTURBANCE IP,812 W 9TH ST,LB520,BPD,NO REPORT NEEDED
B16-42925,10/26/2016,0:50:51,October,Wednesday,DISTURBANCE IP,1211 W 2ND ST; SUN TERRACE APARTMENTS; APT 32,LB406,BPD,NO REPORT NEEDED
B16-42917,10/25/2016,23:15:22,October,Tuesday,DISTURBANCE IP,2607 N WALNUT ST; APT 2207,LB511,BPD,NO REPORT NEEDED
B16-42915,10/25/2016,22:53:20,October,Tuesday,DISTURBANCE IP,1600 N WILLIS DR; LOT 225,LB513,BPD,NO REPORT NEEDED
B16-42840,10/25/2016,14:18:49,October,Tuesday,DISTURBANCE IP,1445 S WEATHERSTONE LN,LB313,BPD,REPORT NEEDED
B16-42837,10/25/2016,13:47:39,October,Tuesday,DISTURBANCE IP,1115 S WALNUT ST; CIRCLE K GRIMES AND WALNUT,LB314,BPD,NO REPORT NEEDED
B16-42764,10/24/2016,21:36:54,October,Monday,DISTURBANCE IP,N MORTON ST & W 8TH ST,LB101,BPD,NO REPORT NEEDED
B16-42622,10/23/2016,21:26:11,October,Sunday,DISTURBANCE IP,615 S ADAMS ST; MONROE COUNTY YOUTH SHELTER,LB406,BPD,NO REPORT NEEDED
B16-42611,10/23/2016,20:10:34,October,Sunday,DISTURBANCE IP,548 W HOOSIER COURT AVE,LB513,BPD,NO REPORT NEEDED
B16-42595,10/23/2016,18:37:15,October,Sunday,DISTURBANCE IP,2701 E 3RD ST; CVS PHARMACY EAST 3RD ST,LB221,BPD,NO REPORT NEEDED
B16-42552,10/23/2016,12:10:43,October,Sunday,DISTURBANCE IP,921 N ILLINOIS ST,LB517,BPD,NO REPORT NEEDED
B16-42521,10/23/2016,1:50:11,October,Sunday,DISTURBANCE IP,430 E KIRKWOOD AVE,LB104,BPD,REPORT NEEDED
B16-42467,10/22/2016,20:05:35,October,Saturday,DISTURBANCE IP,1211 W 13TH ST,LB517,BPD,NO REPORT NEEDED
B16-42463,10/22/2016,19:47:36,October,Saturday,DISTURBANCE IP,611 W SLATE DR; APT A,LB513,BPD,NO REPORT NEEDED
B16-42460,10/22/2016,19:28:34,October,Saturday,DISTURBANCE IP,500 S LIBERTY DR; KROGER WHITEHALL,LB403,BPD,NO REPORT NEEDED
B16-42415,10/22/2016,11:27:23,October,Saturday,DISTURBANCE IP,1681 N COLLEGE AVE; HAIR ARTS ACADEMY,LB512,BPD,NO REPORT NEEDED
B16-42397,10/22/2016,4:41:20,October,Saturday,DISTURBANCE IP,3106 E STRATUM WAY; APT 11,LB310,BPD,NO REPORT NEEDED
B16-42390,10/22/2016,2:34:31,October,Saturday,DISTURBANCE IP,233 E BROWNSTONE DR,LB213,BPD,NO REPORT NEEDED
B16-42384,10/22/2016,1:52:45,October,Saturday,DISTURBANCE IP,2429 S WINSLOW CT,LB326,BPD,NO REPORT NEEDED
B16-42353,10/21/2016,21:50:33,October,Friday,DISTURBANCE IP,615 S ADAMS ST; MONROE COUNTY YOUTH SHELTER,LB406,BPD,NO REPORT NEEDED
B16-42344,10/21/2016,20:38:49,October,Friday,DISTURBANCE IP,3285 W JACOB DR; WENDYS WEST,LB524,BPD,NO REPORT NEEDED
B16-42343,10/21/2016,20:27:05,October,Friday,DISTURBANCE IP,2500 S ROCKPORT RD; APT 2408,LB424,BPD,NO REPORT NEEDED
B16-42297,10/21/2016,14:40:23,October,Friday,DISTURBANCE IP,101 W 2ND ST; SEMINARY PARK,LB410,BPD,NO REPORT NEEDED
B16-42237,10/21/2016,1:37:48,October,Friday,DISTURBANCE IP,319 N WALNUT ST; KILROYS SPORTS BAR,LB101,BPD,NO REPORT NEEDED
B16-42236,10/21/2016,1:29:41,October,Friday,DISTURBANCE IP,200 E STATE ROAD 45 46 BYPASS,LB212,BPD,NO REPORT NEEDED
B16-42201,10/20/2016,21:04:53,October,Thursday,DISTURBANCE IP,121 N HOPEWELL ST,LB521,BPD,NO REPORT NEEDED
B16-42181,10/20/2016,18:04:41,October,Thursday,DISTURBANCE IP,1890 S WALNUT ST,LB421,BPD,NO REPORT NEEDED
B16-42108,10/20/2016,9:31:13,October,Thursday,DISTURBANCE IP,2411 S WINSLOW CT,LB326,BPD,NO REPORT NEEDED
B16-42087,10/20/2016,2:26:52,October,Thursday,DISTURBANCE IP,N MADISON ST & W 16TH ST,LB518,BPD,NO REPORT NEEDED
B16-42079,10/19/2016,23:06:23,October,Wednesday,DISTURBANCE IP,2353 S WINSLOW CT,LB326,BPD,REPORT NEEDED
B16-42028,10/19/2016,16:47:02,October,Wednesday,DISTURBANCE IP,301 S WALNUT ST,LB104,BPD,NO REPORT NEEDED
B16-42015,10/19/2016,15:43:10,October,Wednesday,DISTURBANCE IP,401 S ROGERS ST,LB103,BPD,NO REPORT NEEDED
B16-42008,10/19/2016,15:14:32,October,Wednesday,DISTURBANCE IP,3021 E 3RD ST; SPEEDWAY EAST,LB221,BPD,NO REPORT NEEDED
B16-41933,10/19/2016,1:46:52,October,Wednesday,DISTURBANCE IP,3310 S ACADIA CT,LB329,BPD,REPORT NEEDED
B16-41926,10/18/2016,23:47:14,October,Tuesday,DISTURBANCE IP,2317 S ROCKPORT RD,LB423,BPD,NO REPORT NEEDED
B16-41921,10/18/2016,22:46:04,October,Tuesday,DISTURBANCE IP,402 W NORTHLANE DR,LB513,BPD,REPORT NEEDED
B16-41891,10/18/2016,19:36:43,October,Tuesday,DISTURBANCE IP,512 S MULLER PKWY; APT 1211,LB404,BPD,NO REPORT NEEDED
B16-41843,10/18/2016,15:06:24,October,Tuesday,DISTURBANCE IP,330 E 20TH ST; APT 11,LB212,BPD,REPORT NEEDED
B16-41828,10/18/2016,13:28:10,October,Tuesday,DISTURBANCE IP,2642 E 3RD ST; CHASE BANK EAST,LB304,BPD,NO REPORT NEEDED
B16-41818,10/18/2016,12:31:47,October,Tuesday,DISTURBANCE IP,4502 E STEPHENS DR,LB218,BPD,NO REPORT NEEDED
B16-41751,10/17/2016,21:54:21,October,Monday,DISTURBANCE IP,101 W 2ND ST; SEMINARY PARK,LB410,BPD,NO REPORT NEEDED
B16-41739,10/17/2016,20:33:03,October,Monday,DISTURBANCE IP,100 S PETE ELLIS DR; APT D 4,LB221,BPD,NO REPORT NEEDED
B16-41672,10/17/2016,10:03:04,October,Monday,DISTURBANCE IP,303 E KIRKWOOD AVE; MONROE COUNTY PUBLIC LIBRARY,LB102,BPD,NO REPORT NEEDED
B16-41671,10/17/2016,9:55:23,October,Monday,DISTURBANCE IP,1104 N GRANT ST; APT 2,LB213,BPD,NO REPORT NEEDED
B16-41669,10/17/2016,9:38:21,October,Monday,DISTURBANCE IP,2100 N WALNUT ST; HAMPTON INN,LB212,BPD,NO REPORT NEEDED
B16-41623,10/16/2016,20:30:04,October,Sunday,DISTURBANCE IP,823 N MAPLE ST,LB518,BPD,NO REPORT NEEDED
B16-41609,10/16/2016,18:40:06,October,Sunday,DISTURBANCE IP,615 S ADAMS ST; MONROE COUNTY YOUTH SHELTER,LB406,BPD,NO REPORT NEEDED
B16-41578,10/16/2016,14:53:40,October,Sunday,DISTURBANCE IP,310 W 12TH ST,LB519,BPD,NO REPORT NEEDED
B16-41540,10/16/2016,4:41:48,October,Sunday,DISTURBANCE IP,500 S LIBERTY DR; KROGER WHITEHALL,LB403,BPD,NO REPORT NEEDED
B16-41534,10/16/2016,4:08:25,October,Sunday,DISTURBANCE IP,1800 N WALNUT ST; MOTEL 6,LB212,BPD,NO REPORT NEEDED
B16-41518,10/16/2016,1:57:27,October,Sunday,DISTURBANCE IP,455 N COLLEGE AVE; SMALLWOOD,LB101,BPD,REPORT NEEDED
B16-41505,10/16/2016,1:32:06,October,Sunday,DISTURBANCE IP,324 E 2ND ST; HISTORIC 324 E 2ND ST HOUSE,LB301,BPD,NO REPORT NEEDED
B16-41484,10/16/2016,0:13:29,October,Sunday,DISTURBANCE IP,556 S BASSWOOD DR; APT A,LB404,BPD,REPORT NEEDED
B16-41466,10/15/2016,22:16:46,October,Saturday,DISTURBANCE IP,800 N SMITH RD,LB218,BPD,NO REPORT NEEDED
B16-41464,10/15/2016,22:16:21,October,Saturday,DISTURBANCE IP,800 N SMITH RD; building T,LB218,BPD,NO REPORT NEEDED
B16-41454,10/15/2016,20:59:44,October,Saturday,DISTURBANCE IP,350 S CURRY PIKE; HIGHLAND VILLAGE LAUNDRY,LB402,BPD,NO REPORT NEEDED
B16-41439,10/15/2016,19:07:27,October,Saturday,DISTURBANCE IP,600 E HUNTER AVE,LB302,BPD,NO REPORT NEEDED
B16-41418,10/15/2016,17:27:49,October,Saturday,DISTURBANCE IP,2093 S OAKDALE DR; BLDG Q,LB417,BPD,NO REPORT NEEDED
B16-41379,10/15/2016,13:44:55,October,Saturday,DISTURBANCE IP,S HIGH ST & E 3RD ST,LB303,BPD,NO REPORT NEEDED
B16-41322,10/15/2016,3:42:07,October,Saturday,DISTURBANCE IP,1104 S PARK AVE,LB313,BPD,NO REPORT NEEDED
B16-41314,10/15/2016,2:58:12,October,Saturday,DISTURBANCE IP,221 N WALNUT ST; BLACKS MERCANTILE,LB101,BPD,NO REPORT NEEDED
B16-41307,10/15/2016,2:21:34,October,Saturday,DISTURBANCE IP,319 N WALNUT ST; KILROYS SPORTS BAR,LB101,BPD,REPORT NEEDED
B16-41300,10/15/2016,1:05:37,October,Saturday,DISTURBANCE IP,2819 E 3RD ST; MCDONALDS EAST,LB221,BPD,NO REPORT NEEDED
B16-41297,10/15/2016,0:43:25,October,Saturday,DISTURBANCE IP,N ILLINOIS ST & W 12TH ST,LB517,BPD,NO REPORT NEEDED
B16-41292,10/15/2016,0:10:42,October,Saturday,DISTURBANCE IP,507 S LINCOLN ST; CAMPUS APARTMENTS; apt 4,LB301,BPD,NO REPORT NEEDED
B16-41282,10/14/2016,22:51:28,October,Friday,DISTURBANCE IP,1316 E 3RD ST; BEARS PLACE,LB303,BPD,NO REPORT NEEDED
B16-41251,10/14/2016,19:23:24,October,Friday,DISTURBANCE IP,1600 N WILLIS DR; 225,LB513,BPD,NO REPORT NEEDED
B16-41247,10/14/2016,18:39:19,October,Friday,DISTURBANCE IP,908 S WASHINGTON ST; ARIEL APARTMENTS,LB314,BPD,NO REPORT NEEDED
B16-41204,10/14/2016,12:26:58,October,Friday,DISTURBANCE IP,435 S WALNUT ST; BIG RED LIQUORS E 2ND ST,LB104,BPD,NO REPORT NEEDED
B16-41189,10/14/2016,9:15:57,October,Friday,DISTURBANCE IP,500 S ROGERS ST,LB409,BPD,NO REPORT NEEDED
B16-41182,10/14/2016,4:45:14,October,Friday,DISTURBANCE IP,3359 S ACADIA CT,LB329,BPD,NO REPORT NEEDED
B16-41173,10/14/2016,2:29:36,October,Friday,DISTURBANCE IP,455 N COLLEGE AVE; SMALLWOOD PLAZA,LB101,BPD,NO REPORT NEEDED
B16-41100,10/13/2016,17:36:37,October,Thursday,DISTURBANCE IP,1000 S WALNUT ST,LB411,BPD,NO REPORT NEEDED
B16-41085,10/13/2016,15:29:14,October,Thursday,DISTURBANCE IP,209 E WYLIE ST,LB301,BPD,NO REPORT NEEDED
B16-41057,10/13/2016,11:42:02,October,Thursday,DISTURBANCE IP,N LINCOLN ST & E 6TH ST,LB102,BPD,NO REPORT NEEDED
B16-41033,10/13/2016,3:28:07,October,Thursday,DISTURBANCE IP,105 S FRANKLIN RD; ROOM 111  TOWNEPLACE SUITES,LB523,BPD,NO REPORT NEEDED
B16-40972,10/12/2016,18:02:55,October,Wednesday,DISTURBANCE IP,220 E 3RD ST; POLICE DEPARTMENT HEADQUARTERS,LB104,BPD,NO REPORT NEEDED
B16-40951,10/12/2016,15:29:00,October,Wednesday,DISTURBANCE IP,S WASHINGTON ST & E KIRKWOOD AVE,LB104,BPD,NO REPORT NEEDED
B16-40902,10/12/2016,9:14:21,October,Wednesday,DISTURBANCE IP,1800 N WALNUT ST; MOTEL 6,LB212,BPD,NO REPORT NEEDED
B16-40882,10/12/2016,2:24:44,October,Wednesday,DISTURBANCE IP,2500 S ROCKPORT RD; APT 2703,LB424,BPD,NO REPORT NEEDED
B16-40799,10/11/2016,15:52:10,October,Tuesday,DISTURBANCE IP,823 N MAPLE ST; CEBTERSTONE FACILITY,LB518,BPD,NO REPORT NEEDED
B16-40700,10/10/2016,20:10:40,October,Monday,DISTURBANCE IP,501 E KIRKWOOD AVE; PEOPLES PARK,LB102,BPD,NO REPORT NEEDED
B16-40627,10/10/2016,11:30:08,October,Monday,DISTURBANCE IP,1321 W 12TH ST,LB517,BPD,NO REPORT NEEDED
B16-40602,10/10/2016,2:19:59,October,Monday,DISTURBANCE IP,3406 S ACADIA CT,LB329,BPD,NO REPORT NEEDED
B16-40598,10/10/2016,0:40:35,October,Monday,DISTURBANCE IP,2539 E EASTGATE LN; APT 104,LB222,BPD,REPORT NEEDED
B16-40571,10/9/2016,20:05:22,October,Sunday,DISTURBANCE IP,1253 N MAPLE ST,LB518,BPD,NO REPORT NEEDED
B16-40561,10/9/2016,18:35:30,October,Sunday,DISTURBANCE IP,1400 W RCA PARK DR; RCA PARK PLAYGROUND; RCA COMMUNITY PARK,LB419,BPD,NO REPORT NEEDED
B16-40539,10/9/2016,14:19:48,October,Sunday,DISTURBANCE IP,1416 W 13TH ST,LB517,BPD,NO REPORT NEEDED
B16-40529,10/9/2016,11:23:07,October,Sunday,DISTURBANCE IP,1600 N WILLIS DR,LB513,BPD,NO REPORT NEEDED
B16-40500,10/9/2016,2:40:25,October,Sunday,DISTURBANCE IP,S HENDERSON ST & E HUNTER AVE,LB104,BPD,NO REPORT NEEDED
B16-40492,10/9/2016,1:50:56,October,Sunday,DISTURBANCE IP,W 11TH ST & N ADAMS ST,LB517,BPD,NO REPORT NEEDED
B16-40453,10/8/2016,19:23:29,October,Saturday,DISTURBANCE IP,2315 S ROCKPORT RD ; APT H,LB423,BPD,NO REPORT NEEDED
B16-40417,10/8/2016,14:44:09,October,Saturday,DISTURBANCE IP,528 S COLLEGE AVE; KROGER SEMINARY SQUARE,LB410,BPD,NO REPORT NEEDED
B16-40407,10/8/2016,13:43:20,October,Saturday,DISTURBANCE IP,501 E KIRKWOOD AVE; PEOPLES PARK,LB102,BPD,NO REPORT NEEDED
B16-40393,10/8/2016,11:31:46,October,Saturday,DISTURBANCE IP,202 N LINCOLN ST,LB102,BPD,NO REPORT NEEDED
B16-40366,10/8/2016,4:29:37,October,Saturday,DISTURBANCE IP,3315 E LONGVIEW AVE; APT 50,LB221,BPD,REPORT NEEDED
B16-40359,10/8/2016,3:38:04,October,Saturday,DISTURBANCE IP,217 W KIRKWOOD AVE; HYATT PLACE HOTEL,LB103,BPD,NO REPORT NEEDED
B16-40356,10/8/2016,2:39:44,October,Saturday,DISTURBANCE IP,2321 S ROCKPORT RD,LB423,BPD,NO REPORT NEEDED
B16-40350,10/8/2016,1:41:32,October,Saturday,DISTURBANCE IP,3430 S ACADIA CT,LB329,BPD,NO REPORT NEEDED
B16-40336,10/7/2016,23:36:30,October,Friday,DISTURBANCE IP,2819 E 3RD ST; MCDONALDS EAST,LB221,BPD,NO REPORT NEEDED
B16-40321,10/7/2016,22:14:59,October,Friday,DISTURBANCE IP,S JACKSON ST & W 3RD ST,LB408,BPD,NO REPORT NEEDED
B16-40305,10/7/2016,20:16:29,October,Friday,DISTURBANCE IP,101 W 2ND ST; SEMINARY PARK,LB410,BPD,NO REPORT NEEDED
B16-40281,10/7/2016,17:27:03,October,Friday,DISTURBANCE IP,349 S WALNUT ST; THE PROJECT SCHOOL,LB104,BPD,NO REPORT NEEDED
B16-40271,10/7/2016,16:38:09,October,Friday,DISTURBANCE IP,620 W KIRKWOOD AVE; JUANNITAS; juanitas,LB520,BPD,NO REPORT NEEDED
B16-40185,10/7/2016,5:27:52,October,Friday,DISTURBANCE IP,528 S COLLEGE AVE; KROGER SEMINARY SQUARE,LB410,BPD,NO REPORT NEEDED
B16-40113,10/6/2016,17:40:56,October,Thursday,DISTURBANCE IP,514 W CLUB HOUSE DR,LB504,BPD,NO REPORT NEEDED
B16-40092,10/6/2016,15:49:24,October,Thursday,DISTURBANCE IP,1852 S PECAN LN,LB417,BPD,NO REPORT NEEDED
B16-40091,10/6/2016,15:48:49,October,Thursday,DISTURBANCE IP,S WASHINGTON ST & E SMITH AVE,LB104,BPD,NO REPORT NEEDED
B16-40082,10/6/2016,14:49:02,October,Thursday,DISTURBANCE IP,1010 W BRIARCLIFF DR,LB507,BPD,NO REPORT NEEDED
B16-40059,10/6/2016,11:04:44,October,Thursday,DISTURBANCE IP,3100 S WALNUT STREET PIKE,LB336,BPD,NO REPORT NEEDED
B16-40058,10/6/2016,11:00:50,October,Thursday,DISTURBANCE IP,2920 S MCINTIRE DR,LB429,BPD,NO REPORT NEEDED
B16-39981,10/5/2016,21:48:12,October,Wednesday,DISTURBANCE IP,211 N WALNUT ST; BTOWN DINER ANNEX; BTOWN DINER,LB101,BPD,REPORT NEEDED
B16-39918,10/5/2016,15:05:38,October,Wednesday,DISTURBANCE IP,500 E KIRKWOOD AVE,LB104,BPD,REPORT NEEDED
B16-39905,10/5/2016,13:43:12,October,Wednesday,DISTURBANCE IP,3202 N VALLEYVIEW DR,LB507,BPD,NO REPORT NEEDED
B16-39846,10/5/2016,3:43:40,October,Wednesday,DISTURBANCE IP,N WALNUT ST & W 11TH ST,LB213,BPD,REPORT NEEDED
B16-39844,10/5/2016,3:31:26,October,Wednesday,DISTURBANCE IP,2500 S ROCKPORT RD; APT 2503,LB424,BPD,NO REPORT NEEDED
B16-39801,10/4/2016,20:36:30,October,Tuesday,DISTURBANCE IP,2300 N WALNUT ST; MCDONALDS NORTH,LB209,BPD,NO REPORT NEEDED
B16-39774,10/4/2016,17:28:04,October,Tuesday,DISTURBANCE IP,501 E KIRKWOOD AVE; PEOPLES PARK,LB102,BPD,REPORT NEEDED
B16-39733,10/4/2016,13:51:34,October,Tuesday,DISTURBANCE IP,548 S BASSWOOD DR; APT G,LB404,BPD,NO REPORT NEEDED
B16-39719,10/4/2016,12:37:05,October,Tuesday,DISTURBANCE IP,S WASHINGTON ST & E KIRKWOOD AVE,LB104,BPD,NO REPORT NEEDED
B16-39715,10/4/2016,12:08:15,October,Tuesday,DISTURBANCE IP,S WASHINGTON ST & E DODDS ST,LB314,BPD,NO REPORT NEEDED
B16-39667,10/4/2016,0:27:02,October,Tuesday,DISTURBANCE IP,402 N GRANT ST,LB102,BPD,NO REPORT NEEDED
B16-39664,10/4/2016,0:03:10,October,Tuesday,DISTURBANCE IP,1307 W 3RD ST; VILLAGE PANTRY WEST,LB406,BPD,NO REPORT NEEDED
B16-39654,10/3/2016,22:02:39,October,Monday,DISTURBANCE IP,2387 S WINSLOW CT,LB326,BPD,NO REPORT NEEDED
B16-39643,10/3/2016,20:34:33,October,Monday,DISTURBANCE IP,2313 S WINSLOW CT,LB326,BPD,REPORT NEEDED
B16-39631,10/3/2016,19:01:29,October,Monday,DISTURBANCE IP,430 E KIRKWOOD AVE; JIMMY JOHNS KIRKWOOD,LB104,BPD,REPORT NEEDED
B16-39627,10/3/2016,18:40:55,October,Monday,DISTURBANCE IP,S WASHINGTON ST & E 2ND ST,LB104,BPD,NO REPORT NEEDED
B16-39606,10/3/2016,16:28:38,October,Monday,DISTURBANCE IP,430 S WASHINGTON ST; GOLD CASTERS,LB104,BPD,NO REPORT NEEDED
B16-39578,10/3/2016,13:47:11,October,Monday,DISTURBANCE IP,W 2ND ST & S COLLEGE AVE,LB103,BPD,NO REPORT NEEDED
B16-39566,10/3/2016,12:27:34,October,Monday,DISTURBANCE IP,1297 N MAPLE ST,LB518,BPD,REPORT NEEDED
B16-39561,10/3/2016,11:36:23,October,Monday,DISTURBANCE IP,501 E KIRKWOOD AVE; PEOPLES PARK,LB102,BPD,NO REPORT NEEDED
B16-39532,10/3/2016,3:34:10,October,Monday,DISTURBANCE IP,703 W GOURLEY PIKE; APT 190,LB513,BPD,NO REPORT NEEDED
B16-39516,10/2/2016,23:53:39,October,Sunday,DISTURBANCE IP,1416 W 13TH ST,LB517,BPD,NO REPORT NEEDED
B16-39494,10/2/2016,21:12:29,October,Sunday,DISTURBANCE IP,864 E MILLER DR,LB316,BPD,NO REPORT NEEDED
B16-39421,10/2/2016,6:37:41,October,Sunday,DISTURBANCE IP,623 W SMITH AVE,LB409,BPD,REPORT NEEDED
B16-39391,10/2/2016,1:42:38,October,Sunday,DISTURBANCE IP,N DUNN ST & E 18TH ST,LIU07,BPD,NO REPORT NEEDED
B16-39378,10/2/2016,0:07:55,October,Sunday,DISTURBANCE IP,403 S JORDAN AVE,LB303,BPD,REPORT NEEDED
B16-39365,10/1/2016,22:32:20,October,Saturday,DISTURBANCE IP,319 E 20TH ST; APT 12,LB212,BPD,NO REPORT NEEDED
B16-39258,10/1/2016,9:00:35,October,Saturday,DISTURBANCE IP,601 W 2ND ST; IU HEALTH BLOOMINGTON HOSPITAL,LB409,BPD,NO REPORT NEEDED
B16-39243,10/1/2016,2:34:07,October,Saturday,DISTURBANCE IP,701 N WALNUT ST; APT 107,LB519,BPD,NO REPORT NEEDED
B16-50792,12/25/2016,16:14:02,December,Sunday,DISTURBANCE NP,2478 S WALNUT ST; GOLDEN CHINA,LB422,BPD,NO REPORT NEEDED
B16-49537,12/13/2016,18:54:42,December,Tuesday,DISTURBANCE NP,1504 W 12TH ST,LB517,BPD,NO REPORT NEEDED
B16-48704,12/7/2016,10:22:25,December,Wednesday,DISTURBANCE NP,2500 E 3RD ST; SPRINT STORE; SPRINT,LB304,BPD,NO REPORT NEEDED
B16-48496,12/5/2016,18:07:50,December,Monday,DISTURBANCE NP,834 S SHERIDAN DR,LB303,BPD,NO REPORT NEEDED
B16-46409,11/18/2016,7:52:19,November,Friday,DISTURBANCE NP,3751 N KINSER PIKE,LB507,BPD,REPORT NEEDED
B16-46377,11/18/2016,0:15:37,November,Friday,DISTURBANCE NP,3330 S ACADIA CT,LB329,BPD,REPORT NEEDED
B16-44801,11/6/2016,23:33:50,November,Sunday,DISTURBANCE NP,2438 S WINSLOW CT,LB326,BPD,REPORT NEEDED
B16-44775,11/6/2016,20:03:44,November,Sunday,DISTURBANCE NP,1014 N LINDBERGH DR,LB517,BPD,REPORT NEEDED
B16-41994,10/19/2016,13:38:22,October,Wednesday,DISTURBANCE NP,3901 N KINSER PIKE,LB508,BPD,REPORT NEEDED
B16-41756,10/17/2016,22:32:24,October,Monday,DISTURBANCE NP,430 E KIRKWOOD AVE; JIMMY JOHNS,LB104,BPD,NO REPORT NEEDED
B16-41689,10/17/2016,14:03:58,October,Monday,DISTURBANCE NP,3901 N KINSER PIKE; BLOOMINGTON HIGH SCHOOL NORTH,LB508,BPD,NO REPORT NEEDED
B16-41637,10/16/2016,22:30:00,October,Sunday,DISTURBANCE NP,1101 W 11TH ST,LB517,BPD,NO REPORT NEEDED
B16-41446,10/15/2016,19:24:33,October,Saturday,DISTURBANCE NP,BS S LIBERTY DR AT KROGER WEST ; 1320 N LOGAN RD,LB403,BPD,NO REPORT NEEDED
B16-41170,10/14/2016,2:05:56,October,Friday,DISTURBANCE NP,2405 S WINSLOW CT,LB326,BPD,NO REPORT NEEDED
B16-40815,10/11/2016,16:52:36,October,Tuesday,DISTURBANCE NP,3100 S WALNUT STREET PIKE; BLDG A  APT 90,LB336,BPD,NO REPORT NEEDED
B16-40272,10/7/2016,16:33:33,October,Friday,DISTURBANCE NP,510 S COLLEGE MALL RD; CVS PHARMACY COLLEGE MALL ROAD,LB305,BPD,NO REPORT NEEDED
B16-39888,10/5/2016,11:19:05,October,Wednesday,DISTURBANCE NP,S COLLEGE AVE & W KIRKWOOD AVE,LB101,BPD,NO REPORT NEEDED
B16-39500,10/2/2016,21:21:25,October,Sunday,DISTURBANCE NP,1230 W 11TH ST,LB517,BPD,NO REPORT NEEDED
B16-51382,12/31/2016,16:14:04,December,Saturday,DRUNK,S DUNN ST & E KIRKWOOD AVE,LB102,BPD,NO REPORT NEEDED
